reviewId,review,score,gender,location,date,,
411,music finder doesn't work,1,male,"Seoul, South Korea",2008-07-04,,
412,If I could give the app 0 stars I would. Used to be decent but now its riddled with their own ridiculous ads every next song or the TEMU pop ups. The free library has completely disappeared with only cover songs or poor quality remixes left. I use another app now since this has become unusable,1,male,"Houston, United States",2009-12-26,,
413,Bad,1,male,"Medellín, Colombia",2012-01-16,,
414,Data collection is ubdesireable.,1,male,"Tokyo, Japan",2008-09-24,,
415,STOP WITH THE SILLY COPYRIGHTED MUSIC IS A Shareing Sites,1,male,"Mexico City, Mexico",2010-07-04,,
416,ok,1,male,"Mumbai, India",2008-07-16,,
417,awesome,1,male,"Copenhagen, Denmark",2007-09-04,,
418,download problem,1,male,"San Antonio, United States",2010-12-28,,
419,paying user dont know why anymore... lots of glitches latley now music keeps skipping once every song very annoying. and now offline music is not working just opens app and black screen with soundcloud logo but never goes to the home page just crashes constantly now.,1,female,"Melbourne, Australia",2012-12-16,,
420,Ads ruin it just get Spotify way more worth it worst music app ever horrible 30 sec advertisment,1,male,"São Paulo, Brazil",2012-04-23,,
421,Bad Experience on SoundCloud.. I will uninstall it 👎,1,male,"San Diego, United States",2011-04-27,,
422,this is the best,1,male,"Calgary, Canada",2011-10-23,,
423,"Soundcloud have updated their Terms of Service to say that you agree to your music being used to train AI if you upload to it. I have deleted all my tracks having used SoundCloud for many years prior to this. SoundCloud claim they don't train AI on uploaded tracks, but they haven't removed this clause from the ToS that permits them to do so.",1,male,"Valencia, Spain",2008-01-01,,
424,"Won't let me sign in now. Spent about 100$ on music, and this company will now force me to Rebuy because it won't let me sign in? I guess I won't be doing business here.",1,male,"Austin, United States",2010-03-29,,
425,"My father-in-law who is 95, purchased this app as it appeared to show a title he wanted. However, upon purchase it turns out it was just 21 seconds of advertising the app. On contacting them to ask for a refund it was refused. Beware you don't fall into the same trap. Bearing in mind his age I think this is a disgraceful response from the company. £75 of his pension gone.",1,male,"Pretoria, South Africa",2009-05-24,,
426,pauses tracks every 2 minutes and full of ads. bring back the old sound cloud,1,male,"Bangalore, India",2008-08-24,,
427,Bad,1,male,"Jacksonville, United States",2010-06-24,,
428,It's not free,1,male,"Pretoria, South Africa",2009-05-14,,
429,wow,1,male,"Rosario, Argentina",2011-12-08,,
430,"My mood when ... ""Not available in your country""",1,male,"Alexandria, Egypt",2009-02-08,,
431,"After using SoundCloud go+ for over 8 years I ran into an issue after an update, being unable to see my liked songs or what's next up in the song queue, and after clearing the app cache and reinstalling the app entirely the issue persists. I opened a support ticket and 5 days later still no response from SoundCloud Support. I am very disappointed that SoundCloud has not reached out, and that they would release an update that causes it to break with no way of reversing the update.",1,male,"Christchurch, New Zealand",2012-09-20,,
432,I can't login,1,male,"Washington DC, United States",2011-09-16,,
433,Doesn't even play my music anymore. YouTube and everything else plays just fine yet I can't play a single song off SoundCloud through Bluetooth on my car stereo,1,male,"Munich, Germany",2007-09-01,,
434,website preferred over the app.,1,female,"Nadi, Fiji",2012-12-13,,
435,I couldn't hear the music,1,male,"Phoenix, United States",2011-04-29,,
436,Songs are not available in my country. Why not? If they are available on Spotify and youtube.,1,male,"Amsterdam, Netherlands",2008-03-21,,
437,ringtone download not 🚫,1,male,"Rosario, Argentina",2012-03-30,,
438,Why I can't log in . Even with a vpn😭😭😭😡😡😡,1,male,"Dakar, Senegal",2009-06-14,,
439,limiting the amount tracks you can add to your favourite list is absolute nonsense 😒 sort it out soundcloud. on top of that you're selling out and bombarding your listeners with ads. I've used your platform for years and its progressively gotten worse to a point i will end up deleating your app and finding another better suited to it listeners. It's shame to see you go down this road... very disappointed,1,male,"Quebec City, Canada",2011-07-24,,
440,"Insane that this many people pay for the app and you guys still haven't fixed the problem of constant app crashing. Driving your customers away. Canceling my membership because you can't do the little things like fix major bugs. Wish I could get a refund, the app isn't even usable",1,male,"New York, United States",2010-07-14,,
441,Poor customer service,1,male,"Copenhagen, Denmark",2007-10-13,,
442,Useless. Does not have songs which I want.,1,male,"Rome, Italy",2007-11-05,,
443,it is difficult to download songs with it help me please,1,male,"Austin, United States",2011-06-29,,
444,Since the last two updates the app doesn't stay on background (the player is not visibe) so if you want to change a song you need to unlock your phone then find the app open it and THEN to change.... 👎,1,male,"Johannesburg, South Africa",2009-04-16,,
445,idk i js need a app to cry,1,male,"Kampala, Uganda",2009-05-12,,
446,Damn near want me to go to HQ to make an account,1,male,"Hanoi, Vietnam",2008-07-15,,
447,The app won't even let me sign in,1,female,"Port Moresby, Papua New Guinea",2013-02-20,,
448,app won't open keeps shutting down,1,male,"Rabat, Morocco",2008-12-31,,
449,keep deleting unreleased juice world music piss me off,1,female,"Canberra, Australia",2013-01-29,,
450,App duplicated account I established through Google and deleted my RAYE playlist. It is either hacked or it just plain sucks.,1,male,"Dakar, Senegal",2009-04-30,,
451,that kinda suck that is always says is banned in my country? like what they don't want have more fans??,1,male,"Alexandria, Egypt",2009-01-30,,
452,functions dont work as well and you cant go to another app and let music play,1,male,"Houston, United States",2009-12-23,,
453,"Doesn't work after previous update. I've updated my phone, its still the same. Now I had to get rid of the app I can't use.",1,male,"Boston, United States",2010-07-12,,
454,Lỗi không đăng nhập được. Mãi không sửa,1,male,"Cancun, Mexico",2009-09-08,,
455,slow ah connection.,1,male,"Chennai, India",2008-10-27,,
456,to many ads,1,male,"Bangalore, India",2008-05-08,,
457,"infinite loop trying to make an account with Gmail, bad app. can't log in to the website nor the app and it never sends me a verification email no matter how many times I resend",1,male,"Kampala, Uganda",2009-01-07,,
458,the app is very glitchy,1,male,"San Francisco, United States",2010-06-08,,
459,"always updating but changing nothing. i need to be able to stop the app from auto playing when connected to bluetooth, no option for that. settings is under the library tab? it used to be the account in the bottom right corner. and when you click on that, then you find everything. theres a new issue with the update from a few weeks ago where every song just stops playing every minute for about half a second. its annoying. feed and home should be the same page",1,male,"Stockholm, Sweden",2007-12-29,,
460,I unsubscribe from their service and they started playing music randomly throughout the day even though I have repeatedly closed the app.,1,male,"Lagos, Nigeria",2009-04-22,,
461,the app is bad it's not even working on my phone the person in charge of this should do something about it please,1,male,"Toronto, Canada",2011-03-05,,
462,Ads keep causing the app the crash,1,male,"Austin, United States",2010-08-20,,
463,Replay button where?,1,male,"Guadalajara, Mexico",2010-03-28,,
464,casting doesn't work anymore as of a month or so ago. opened a ticket but absolutely no response from support.,1,male,"New York, United States",2010-07-23,,
465,are does the stream always stop?!?,1,male,"Montreal, Canada",2011-10-01,,
466,ADS ADS ADS JUST LIKE EVERY SINGLE OTHER APP THESE DAYS.... PURE GREED!!!,1,male,"San Diego, United States",2009-10-14,,
467,"""Things are a little different now, in a good way."" Yeah, what's different is that the app wont even start beyond the ""start listening screen. So ironic that you'd boast about an update, just for it to not even work lol",1,male,"Toronto, Canada",2011-05-17,,
468,good,1,male,"Salvador, Brazil",2012-05-31,,
469,SoundCloud decides randomly to switch audio output from Bluetooth headphones to speakers constantly,1,male,"Monterrey, Mexico",2010-12-28,,
470,After the last update the Ads are way too invasive.. almost impossible to listen more than 3 musics without an Ad playing in between.. what a shame.,1,male,"Ottawa, Canada",2011-08-22,,
471,"app keeps crashing, when I try and search",1,male,"Stockholm, Sweden",2007-11-02,,
472,For,1,male,"Washington DC, United States",2010-02-16,,
473,Too much ads,1,male,"Montreal, Canada",2009-09-12,,
474,Unable to login with my valid credentials, app thinks my slow as hell text input is a robot somehow. So done with this. I'll come back and edit if it ever gets fixed.,1,male,"Bangkok, Thailand",2008-06-19,
475,Way too many adds for this app,1,male,"Washington DC, United States",2010-06-19,,
476,I can't open the account I made,1,male,"Krakow, Poland",2007-09-16,,
477,"i must say first, they responded and I got my account back only a couple of hours after I sent my ticket, BUT.. they deleted my account without ANY warning, music stops playing and my phone starts to crash if I try to skip a couple of songs out of app, songs keep not playing even though they're still up for listening, even when I close the app and reopen it, it doesn't play. edit; just updated app, phone is burning up when using and I can't even look at my likes. why? BECAUSE IT ""can't process""",1,male,"São Paulo, Brazil",2012-05-03,,
478,won't let you listen to music unless you subscribe,1,male,"Jacksonville, United States",2010-09-19,,
479,"Lots of ""Not available in your country""",1,male,"Vancouver, Canada",2009-10-12,,
480,I started listening to a book. Less than 5 minutes and app gets into an author talking about his book. He gets to the end and another author starts. I want to hear the book for gosh sakes.,1,male,"San Diego, United States",2011-03-16,,
481,"They installed brave, without permission that's evil no telling whatever they tried",1,male,"Asunción, Paraguay",2011-11-07,,
482,Can't comment on songs. Back button functionality disappears when trying to add a comment. Enter/submit is also not possible.,1,male,"Algiers, Algeria",2009-01-07,,
483,I can't even use it anymore??? I try to play a song or anything and it just kicks me out the app. I've updated it and have changed if something is wrong but still can't use it,1,male,"Calgary, Canada",2009-11-16,,
484,"This app is garbage, buffers, and loads every 30 seconds. It's almost impossible to listen to music on it. I've messaged customer service 3 times and never gotten a reply back. I used to only use SoundCloud. Now I can't even enjoy it.",1,male,"Dubai, United Arab Emirates",2008-08-20,,
485,Keeps crashing,1,male,"Jacksonville, United States",2011-04-15,,
486,Changing the analysation for artist songs to one track per month to get them recommended to others to listen is the worse thing these people ever done - wish I could give no stars!,1,female,"Hobart, Australia",2013-02-25,,
487,"the amount of ads has been almost trippled since first using it, furthermore the autoplay feature sucks, and cannot be dialed in, AI music is allowed and it seems to put it in the autoplayer alot more often than normal human music. listen if I want to listen to soulless music I'll turn the radio on.",1,male,"Milan, Italy",2007-10-31,,
488,What has happened to the old soundcloud? Most of the songs I like are deleted from the app entirely. The new ui looks absolutely disgusting. Never coming back to this app,1,male,"Beijing, China",2008-05-30,,
489,why u destroying ur app cause one of my favourite artists the gee j removed all his music from this app cause of some ai things you added,1,male,"Tokyo, Japan",2008-10-22,,
490,Gives me ads but then won't play the ads so I just don't get to listen to music,1,male,"Copenhagen, Denmark",2007-11-23,,
491,Ads were annoying enough when they didn't Block the whole screen and stop you from doing anything at all...😑,1,male,"Marrakesh, Morocco",2009-05-14,,
492,I have never had content removed. and some of my stuff should have been. but that's my decision. I am done with soundcloud. nefarious garbage app. never got what i wanted but storage and negative attention. at least a few people enjoyed listening. the rest of soundclound should be called fartcloud.,1,male,"Beijing, China",2008-06-19,,
493,I can't upload music and and I paid for a subscription...,1,male,"Washington DC, United States",2010-05-05,,
494,good,1,male,"Montreal, Canada",2009-10-03,,
495,"Bad sinds a few months, if you like to watch and listen to commercials all day, this app is perfect for you because there ain't any music to listen to because they only have commercials. If I could give -5 stars, I would I'm deleting this piece of **** app right now! I do not recommend it!",1,male,"Seattle, United States",2010-07-20,,
496,They make it impossible to cancel your subscription,1,male,"Athens, Greece",2008-01-10,,
497,please let me access the website normally,1,male,"Marrakesh, Morocco",2009-07-13,,
498,So foking lag,1,male,"Ottawa, Canada",2011-03-29,,
499,It's great if you want a load of scammers messaging you with bogus offers! I deleted it after week,1,male,"Calgary, Canada",2011-01-13,,
500,just good😎😎,1,male,"Seoul, South Korea",2008-11-10,,
501,"""Song not available in your country ""!?!? Spotify could play it",1,male,"Cape Town, South Africa",2009-07-13,,
502,Don't use it,1,male,"Accra, Ghana",2009-02-06,,
503,A useless app most of the songs are mot available in my region I only even gave one star cos I can't give 0 😒,1,male,"Rome, Italy",2007-10-08,,
504,Doesn't even login 🤦,1,male,"Jeddah, Saudi Arabia",2008-04-30,,
505,This app is horrible!!! Almost all songs are not allowed or whatever in my country,1,male,"Quebec City, Canada",2010-04-11,,
506,مش راضي يعمل حساب يا ولاد الكلب,1,male,"Phoenix, United States",2010-04-26,,
507,"I'm NOT happy with the payment, that I did not make. Please send my money back. I don't listen to music here but, maybe once in couple months. I feel robbed.",1,male,"Chicago, United States",2010-05-09,,
508,bad app no songs update low quality songs,1,female,"Gold Coast, Australia",2013-02-11,,
509,"There's definitely something wrong here, I'm trying to log in but being sent to the sign up page, bad app",1,male,"Quebec City, Canada",2010-12-12,,
510,The song I search is not showing me,1,male,"Accra, Ghana",2009-05-02,,
511,Music constantly stops playing.,1,male,"Valparaíso, Chile",2012-05-07,,
512,Can't Register or Click menu. STUCK at first time pages.,1,male,"Monterrey, Mexico",2011-10-05,,
513,Why doesn't it work ?,1,male,"Kumasi, Ghana",2009-04-10,,
514,It gave me an ad and now it's stuck on the ad and I can't listen to music!!!😭😭😭,1,male,"Córdoba, Argentina",2012-04-12,,
515,🤓,1,male,"Tripoli, Libya",2009-02-09,,
516,"brought back adverts, not happy guys.",1,male,"New York, United States",2010-04-25,,
517,"Long ads , basically bullys you into buying a subscription. Just not enjoying the music with constant inturprions",1,male,"Denver, United States",2010-09-03,,
518,Terrible won't let me sign in,1,male,"Lagos, Nigeria",2009-07-22,,
519,Good app,1,male,"Mexico City, Mexico",2010-11-15,,
520,So much wrong Doesn't have all the updates Crashes Deleted my Account Won't upload due to Internet error even tho I'm on wifi and data Nothing is working on this app,1,male,"Calgary, Canada",2010-10-06,,
521,Rearranging songs in the queue is problematic as they often revert to their original order. Clicking on 'liked songs' sometimes plays the wrong track or displays incorrect details. The frequent ads are overwhelming.,1,male,"Montreal, Canada",2009-09-09,,
522,The Ads being as long as they are make it totally worth just turning the volume down after each song,1,male,"San Jose, United States",2011-02-24,,
523,không đăng nhập được,1,male,"Caracas, Venezuela",2012-04-16,,
524,Nothing good available in my country,1,male,"Austin, United States",2011-03-04,,
525,I paid for the subscription but they want me to pay extra for music I already own. I have Eminem on vinyl but my record player is broken. So why should I have to pay extra for music I already own please explain this to me or make the corrections or my one star review will remain posted.,1,male,"Houston, United States",2010-01-11,,
526,This app sucks it takes me to the sign up screen instead of the login screen,1,male,"São Paulo, Brazil",2012-01-01,,
527,why is songs not available in my country,1,male,"Berlin, Germany",2008-04-09,,
528,Trynna be a gold digger like Spotify with this new uptade now? 💀,1,male,"Marrakesh, Morocco",2009-03-30,,
529,"new update makes it VERY laggy. it won't replay songs, it'll stop in the middle of a song, buffer for 2 mins, then say it's unplayable, some songs are suddenly unplayable from the get...the songs that are playable skip almost the whole way through as if every one of my Playlists have been chopped & screwed. I've updated, cleared cache/storage, un-installed & readded, cleared phone storage & recent apps....and this is on TWO different phones both on & off wifi, in my car, on a speaker..none helps",1,female,"Gold Coast, Australia",2013-01-31,,
530,cannot login it just takes me to a black screen,1,male,"Tripoli, Libya",2009-04-03,,
531,love it,1,male,"Washington DC, United States",2010-08-15,,
532,"Used to be 3 stars, would be five if the bugs ever got fixed, but I have to put it down to 1 star because all artists are being forced to opt into having their music used to train generative AI. I do NOT want AI music on this platform. I am not interested in AI music at all. Real human artists deserve the right to opt out of having their work infringed upon for garbage AI slop. This app is going to turn into garbage when all the good artists leave and nothing is left but AI trash.",1,male,"Phoenix, United States",2010-02-22,,
533,keep feeding original pieces to ai algorithms. the world is on its way to becoming a bland copy pasted wasteland and SoundCloud has bowed to its leaders.,1,male,"Marseille, France",2008-02-04,,
534,Get rid of AI bruh,1,male,"Austin, United States",2010-08-29,,
535,"App is completely broken, won't sign in to my existing account. I deleted and reinstalled but atleast it let's me on my account through a browser.",1,male,"San Jose, United States",2011-10-25,,
536,"Miserable UI, buggy and forced auto play. Literally unable to pause and play the same song without force closing the app!",1,male,"Tijuana, Mexico",2011-10-18,,
537,found out they're training ai models on their users music.,1,male,"San Diego, United States",2011-08-16,,
538,SoundCloud's TOS allows AI to train on artists music. They may not have done it yet but the legalese needs to be removed to actively disable this potential theft. It's exactly the kind of stealing that news organizations are fighting against.,1,male,"Ottawa, Canada",2009-09-04,,
539,My song is not uploading,1,male,"Bangalore, India",2008-11-03,,
540,to many ducking ads,1,male,"Tijuana, Mexico",2010-01-31,,
541,no download option👎,1,male,"Tijuana, Mexico",2011-01-21,,
542,Doesn't load. AT ALL. Constantly slow and bad at WiFi connection. Hate it on android. Got it since Spotify is paid for but this is practically worse.,1,male,"San Francisco, United States",2010-12-31,,
543,alot of advertisements,1,male,"Cancun, Mexico",2010-01-20,,
544,owesome,1,male,"Cali, Colombia",2011-12-19,,
545,Need enrichment in Bangali!,1,male,"Córdoba, Argentina",2012-02-01,,
546,"Been a great app for the past 8-9 years, but of late the app keeps crashing every time that I try to search for a song or artist, no matter where I search, the search section or searching in my likes, even when I go to the ""behind this track"" , ""go to artist profile"" sections, and when I try to load up the queue. The app just outright freezes and crashes, every single time. The developers really need to get their dancing shoes on, because this had become a nuisance.",1,male,"Philadelphia, United States",2010-12-13,,
547,sucks,1,male,"Tokyo, Japan",2008-11-07,,
548,hey SoundCloud i think the last update fell really slow for using this app and made music feel like it was freezing some time and I like when it was 2018,1,male,"Dubai, United Arab Emirates",2008-08-06,,
549,"Sleep Timer is 404, apps work good tho",1,male,"Ottawa, Canada",2011-02-27,,
550,App stopped working after latest update. Now it just appears to be playing but I can't hear anything :-/,1,male,"Philadelphia, United States",2009-11-09,,
551,doesn't work on Xbox👎,1,male,"Fortaleza, Brazil",2012-02-20,,
552,whoever decided on the genre options is clearly deaf,1,male,"Lahore, Pakistan",2008-09-09,,
553,good,1,male,"San Diego, United States",2011-04-29,,
554,I can't seem to create more then one playlisy,1,male,"Houston, United States",2010-04-07,,
555,"Resulta evidente que vuestro ""robot anti spam"" no funciona. Yo diría que lo único que queréis es tomar todos nuestros datos.",1,male,"Rosario, Argentina",2011-12-09,,
556,Haven't signed in in years and when I do I'm requested to change my password and upon changing my password I'm immediately hit with your password was leaked in a data breach. Sick 😐,1,male,"Seattle, United States",2010-08-25,,
557,Better than Spotify but still has annoying ads like holy sht these ads are corny,1,male,"Toronto, Canada",2009-12-03,,
558,"I'm a mobile app developer, and it can be better to sign in users using native UI instead of opening in-app browser. It's not even working properly. I have tried 10 times, but failed every time. And I guess you are still relying on cookies for the app. Transitioning to RESTful services will improve your app and user experience. I hope your IT team will work on it.",1,male,"Rio de Janeiro, Brazil",2012-05-16,,
559,sir you better fix your problems are people another download your app and you're going to lose downloads and money and stuff pose your useless you use the app you want to send it you better fix it back tomorrow and give you 24 hours or should I say 54 hours so get on to it,1,male,"Warsaw, Poland",2007-10-10,,
560,terrible,1,female,"Adelaide, Australia",2012-12-10,,
561,I can sigh in because of the robots saying that I'm a robot because I messed up doing the robot test thingy,1,female,"Perth, Australia",2013-01-02,,
562,ɪᴛs ᴏᴋ,1,male,"Busan, South Korea",2008-12-04,,
563,it lags and kicks me off every time it updates. I would only recommend it if you like new upcoming artists.,1,male,"Los Angeles, United States",2009-11-29,,
564,Sorry gone down to one star ! They have made it impossible with this force on two factor authentication that's not working so removeming new work fro. Here now ! Good look soundcloud ! It should be a option not a requirement and youvd made it do hard ??? Not happy ! Nearly 28000 plays in a short time and you want to give me £1.32 and make it virtually impossible to monetize now ? This wen site is a scam Can you please tell me how to cancel my subscription?,1,male,"Cancun, Mexico",2010-02-01,,
565,"This app commits the cardinal sin of music players: way too persistent. Even when I close the app, if I connect my earbuds to my phone hours later and push the button on them, intending to turn a youtube video, soundcloud starts playing. I feel like it's gotten worse lately. It's come to a point where I now regularly force stop the app to stop it from happening. Fix this problem and you get your 5 stars back ngl. Added later: gotten worse, I'm contemplating leaving Soundcloud.",1,male,"Calgary, Canada",2009-12-13,,
566,Using our music to train AI is a scumbag move. Will be deleting my library and account.,1,male,"Jeddah, Saudi Arabia",2008-09-07,,
567,the songs are pausing for a second and continue playing. there is some sort of glitch in the app,1,male,"Dallas, United States",2011-03-25,,
568,nothing really works with chromecast now. not a fan of the scammy advert splash screens. takes forever to scoll now that you can only see one track on screen at a time on the new feed. back to 1 star,1,male,"Johannesburg, South Africa",2009-06-14,,
569,"This used to be a great app but the ads have gotten rediculous. I listen to one song, ad. Open the app, ad. Switch playlist, ad. I am so sick of being advertised to constantly.",1,male,"Cancun, Mexico",2011-09-03,,
570,Bug sans cesse,1,male,"Phoenix, United States",2011-09-12,,
571,Spyware with ads? This is new.,1,female,"Port Moresby, Papua New Guinea",2012-12-30,,
572,Showing too many ads 🤮,1,male,"Perth, Australia",2012-09-22,,
573,"The ads are oppressive AND SO LOUD, and the app isn't nearly as useful as the web interface. But the ads are awful. Soundcloud's censorship is also a bit overbearing. Because of how incredibly unpleasantly loud, long and frequent the ads are, I actively avoid purchasing the products and services advertised on SoundCloud. It has the potential to be a good platform, but until SoundCloud starts taking users into consideration Bandcamp will remain a vastly superior choice over SoundCloud.",1,male,"Jeddah, Saudi Arabia",2008-07-04,,
574,Ever since the last update I can't pause songs I have to actually go on to the SoundCloud app and pause it but then it will randomly un-pause itself so then I have to completely close the app,1,male,"San Francisco, United States",2011-03-02,,
575,I had good experience but now it isn't installing after deleted,1,male,"Caracas, Venezuela",2012-04-10,,
576,"They've brought in a pop up that comes on screen at random with your credit card details already filled in and ready to buy a subscription with the click of one button I guess in the hopes of tricking people into paying. Very scummy guys, will be uninstalling. Shame on you",1,male,"Edinburgh, United Kingdom",2007-11-30,,
577,this app is rubbish.,1,male,"Budapest, Hungary",2007-11-26,,
578,The same song plays even when I click on another song,1,male,"Hamburg, Germany",2008-03-30,,
579,"Too many ads. Used to be good, now it's just bad. Also absolutely RUINS your tracks with horrible compression when you upload them. Used SoundCloud for over a decade but it's pointless now. Only reason to have it is because zippyshare went down",1,male,"Rio de Janeiro, Brazil",2012-03-20,,
580,can't play all songs,1,male,"San Antonio, United States",2009-10-14,,
581,mind,1,male,"Cancun, Mexico",2009-12-27,,
582,THEY REMOVED THE OPTION FOR LIGHT THEME! NOW ITS ONLY DARK THEME! I HATE LIGHT THEME! I WANT THE ICONIC WHITE AND ORANGE!!,1,male,"Mombasa, Kenya",2009-06-01,,
583,التطبيق مدا يشتتتتتتتغللللللللللللللللللللللل,1,male,"Auckland, New Zealand",2012-07-09,,
584,0 STARS used it for 10 years and it is always deleting songs. I cant find anything I listened to when I started using the app. I tried to keep this app until now. none of my music has been saved since the updates. my music profile is lost because of SoundClould.,1,male,"Ho Chi Minh City, Vietnam",2008-06-22,,
585,I've used SoundCloud for years for filehosting as it is frankly a bot farm that was never a functioning social platform- but the ads have gotten out of control and I will be discontinuing since I find myself unable to close the app until an ad finishes. given the harm done to audio quality on the site I will not be considering any kind of fix.,1,female,"Sydney, Australia",2012-10-12,,
586,it gets worse every time I come back to it,1,male,"Boston, United States",2009-11-24,,
587,"this app and platform has always been trash, but I used it as an artist who wanted to make my music available on all platforms that people choose for their listening, however the revelations of their terms of service allowing the training of AI models and their response to the backlash sounding like ""not yet"" and that accepting these absurd terms of service will be the default standard until you go through a frustrating process to opt out of a thing that should never ever ever even be considered",1,male,"Seattle, United States",2011-04-11,,
588,New ToS for Ai incorporation with no opt-out is absolutely stupid,1,male,"Philadelphia, United States",2010-12-06,,
589,لم يعمل الساوند كلاود علي هاتفي,1,male,"Alexandria, Egypt",2009-01-08,,
590,I can't log in to my account,1,male,"Salvador, Brazil",2012-01-01,,
591,many artists only behind go + subscription. doesn't have a clear queue button in 2025 💀 embarrassing,1,male,"Buenos Aires, Argentina",2012-01-13,,
592,AI is being allowed to steal your music on here now due to terms & condition changes. never download this app or upload your music on it.,1,male,"Delhi, India",2008-11-01,,
593,audio cuts out frequently while I'm streaming but the bigger gripe I have is with the company using all our uploads as training for AI now. scummy scummy tactic hiding that in the ToS. another company circling down the drain in search of profit. use bandcamp instead while it's still remotely in the realm of useable/ethical.,1,male,"Philadelphia, United States",2011-05-12,,
594,"When all I listen to is Christian music, why do you recommend/play music that is basically satanic? married to hell? Are you serious? The app itself is good, better than Spotify, but the recommendations seem to be controlled by the devil himself. I don't know about SoundCloud anymore, considering cancelling my subscription and going elsewhere... God bless you all.",1,male,"Lusaka, Zambia",2009-02-21,,
595,Ruined this app with adverts every time you want to switch to next song. Edit / app keeps crushing on the samsung s24 ultra every song cant be played,1,male,"Quebec City, Canada",2009-08-30,,
596,"Can't sign in with Facebook, doesn't work and it's the only way I have ever signed in so I can no longer use this on my phone",1,male,"Oslo, Norway",2008-02-07,,
597,Why do you make it impossible to upgrade or change subscriptions.,1,male,"Manchester, United Kingdom",2007-10-01,,
598,not download any music..,1,male,"Christchurch, New Zealand",2012-08-27,,
599,Never works app sucks,1,male,"Cali, Colombia",2011-11-14,,
600,"The price hike was one thing. The app crashing again constantly, is another. Oh and on full 4g my downloaded songs just pause and cut out and the app crashes. :( i just want what im paying for, if you guys cant fix the SAME problem after a price increase, what are we paying for soundcloud?",1,male,"Phoenix, United States",2011-10-12,,
601,good mix,1,male,"Warsaw, Poland",2008-01-15,,
602,I am no longer using soundcloud because of their ai policy allowing for the use of user creations in training sets.,1,male,"Windhoek, Namibia",2009-01-16,,
603,I do not know how to work this thing I do not know how to put the songs in the playlist neither like them can you figure out how to do anything but the good thing is at least you can listen to the songs in the background will using apps,1,male,"Kuala Lumpur, Malaysia",2008-11-14,,
604,dope 👌👌👌,1,male,"Karachi, Pakistan",2008-06-01,,
605,bring back white/orange theme,1,male,"Seattle, United States",2010-06-11,,
606,It doesn't work! My playlist has gone!,1,male,"Phoenix, United States",2010-12-08,,
607,"Takes forever to open app, sometimes doesn't play at all. Paid foe this why doesn't it work.",1,male,"Austin, United States",2011-02-25,,
608,The app only plays 30 seconds of the song. Unable to get help. Thinking my free week will run out before I can get help.,1,male,"Manila, Philippines",2008-05-22,,
609,Can't sign in anymore,1,female,"Hobart, Australia",2012-12-31,,
610,doesn't work it give me error,1,male,"Caracas, Venezuela",2012-06-18,,
611,"I love this app, but they automatically opt to use your AI content. You don't get a choice because you agreed when you signed up.",1,male,"Monterrey, Mexico",2009-12-26,,
612,"stealing uploads for AI ""training""",1,male,"Houston, United States",2010-10-11,,
613,"what the hell is "" not available in your country ""???",1,male,"Austin, United States",2010-02-13,,
614,"forcing users to submit their work, work they spent time and energy and money on for your AI scraping is low and terrible. Do better. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1,male,"San Antonio, United States",2011-07-22,,
615,The app is so slow and doing anything while listening to music makes it stutter every couple seconds. Every year its gets worse,1,male,"San Jose, United States",2010-04-04,,
616,took my money without my permission,1,male,"Jacksonville, United States",2011-02-05,,
617,If you don't pay for the add free they will keep cutting the music off,1,male,"Jakarta, Indonesia",2008-06-02,,
618,"randomly forced me to sign out of my account, tried signing back in with the correct email and password, now says my account doesn't exost",1,male,"Toronto, Canada",2011-06-01,,
619,stop scrubbing artists' music to train AI models :),1,female,"Christchurch, New Zealand",2012-11-05,,
620,"Actively anti-artist, steals their hard work to train morally corrupt generative AI programs. Will never use their garbage app/site ever again and neither should you",1,male,"Durban, South Africa",2009-06-17,,
621,New ToS makes artists agree to let AI train off of their work.,1,male,"Osaka, Japan",2008-08-31,,
622,sound clown my biggest op on fono grave bru 🙏,1,male,"Montreal, Canada",2011-09-01,,
623,"recently I've had a horrible stutter in almost every playback, it's to the point I'm about to switch apps because it's ruining all my songs",1,male,"Chicago, United States",2010-03-09,,
624,I just recently got SoundCloud go+ and for some reason songs will play sometimes and other times not at all the latter being more frequent app keeps skipping at the end of the songs for $12.99 a month I shouldn't be having these issues!,1,male,"Cancun, Mexico",2010-10-21,,
625,typical another advertising app. bad for listeners.,1,male,"Tijuana, Mexico",2010-04-03,,
626,Added a clause that allows them to train their AI on your uploads. No thank you 👎,1,male,"Bangalore, India",2008-07-21,,
627,Not good at all don't buy the premium it's a lie u can't use the music offline u have a better chance to listen to them without the premium,1,male,"Fortaleza, Brazil",2011-11-04,,
628,Stupid app. Most songs aren't available in my country 🙄,1,male,"Mombasa, Kenya",2009-07-11,,
629,hate how it stays playing music immediately when connected,1,male,"Sydney, Australia",2012-07-05,,
630,Very weird working app..I came withe expectations with hight reviews but it sucks,1,male,"Beijing, China",2008-10-27,,
631,This is not good working and my account is banned 🚫 This app help center my account no recover,1,female,"Adelaide, Australia",2012-11-10,,
632,"Bugs stopping me from distribution, and predatory ads, pay to play to get basically bots listening. It's an awful ap.",1,male,"Kampala, Uganda",2009-04-14,,
633,Too much ads,1,male,"Berlin, Germany",2008-03-10,,
